Category,Message,,,
ham,"Excellent, I'll see what riley's plans are",,,
ham,Waaaat?? Lololo ok next time then!,,,
ham,Anything lor is she coming?,,,
spam,"Hi,Thanks for working with us. Your bill for $373.75 was due on 28 Aug 2016.If you've already paid it, please ignore this email and sorry for bothering you. If you've not paid it, please do so as soon as possible.To view your bill visit https://in.xero.com/5LQDhRwfvoQfeDtLDMqkk1JWSqC4CmJt4VVJRsGN.If you've got any questions, or want to arrange alternative payment don't hesitate to get in touch.ThanksNJW Limited",,,
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,,,
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,,,
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,,,
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",,,
ham,Love it! The girls at the office may wonder why you are smiling but sore...,,,
ham,Oh:)as usual vijay film or its different?,,,
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
ham,Wat time do u wan 2 meet me later?,,,
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,
ham,Sat right? Okay thanks...,,,
ham,Are you staying in town ?,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,
ham,Ãœ dun need to pick ur gf?,,,
ham,"Call me, i am senthil from hsbc.",,,
ham,Sorry i missed your call. Can you please call back.,,,
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,,,
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,,,
ham,Need a coffee run tomo?Can't believe it's that time of week already,,,
ham,K. I will sent it again,,,
ham,"Ya ok, then had dinner?",,,
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",,,
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,,,
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,
ham,You also didnt get na hi hi hi hi hi,,,
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,,,
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,,,
ham,Ok that's great thanx a lot.,,,
ham,Can... I'm free...,,,
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,,,
ham,I'm in class. Did you get my text.,,,
ham,Just sent it. So what type of food do you like?,,,
ham,Going to take your babe out ?,,,
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,,,
ham,I notice you like looking in the shit mirror youre turning into a right freak,,,
ham,What is this 'hex' place you talk of? Explain!,,,
ham,"Sir, i am waiting for your call, once free please call me.",,,
ham,"I don't think I can get away for a trek that long with family in town, sorry",,,
spam,"Romantic Paris. 2 nights, 2 flights from Â£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",,,
spam,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16",,,
ham,What year. And how many miles.,,,
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,,,
ham,Oh k.i think most of wi and nz players unsold.,,,
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.,,,
ham,Wait  &lt;#&gt;  min..,,,
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",,,
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",,,
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,,,
ham,I fetch yun or u fetch?,,,
ham,In the end she might still vomit but its okay. Not everything will come out.,,,
ham,Like a personal sized or what,,,
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,,,
ham,I asked sen to come chennai and search for job.,,,
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",,,
ham,No break time one... How... I come out n get my stuff fr Ã¼?,,,
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Â£1.50pm approx 3mins,,,
ham,Prepare to be pounded every night...,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Good morning princess! Happy New Year!,,,
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,,,
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),,,
ham,Is xy in ur car when u picking me up?,,,
ham,Now project pa. After that only i can come.,,,
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,,,
ham,I'm glad. You are following your dreams.,,,
ham,"Sure, whenever you show the fuck up &gt;:(",,,
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,,,
ham,How are you. Wish you a great semester,,,
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
ham,You still at the game?,,,
ham,Thanx a lot 4 ur help!,,,
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",,,
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.,,,
ham,How much i gave to you. Morning.,,,
ham,Designation is software developer and may be she get chennai:),,,
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, Â£500 Cash or Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",,,
ham,Already am squatting is the new way of walking,,,
ham,Sorry de i went to shop.,,,
ham,Nope... Juz off from work...,,,
ham,"He will, you guys close?",,,
ham,We're finally ready fyi,,,
ham,Booked ticket for pongal?,,,
ham,I've reached home n i bathe liao... U can call me now...,,,
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,,,
ham,Lara said she can loan me  &lt;#&gt; .,,,
ham,Do we have any spare power supplies,,,
ham,"Yo, any way we could pick something up tonight?",,,
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,
ham,Get ready to put on your excellent sub face :),,,
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,,,
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",,,
ham,How much she payed. Suganya.,,,
ham,1's reach home call me.,,,
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",,,
ham,Don know..he is watching film in computer..,,,
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",,,
ham,U dun say so early hor... U c already then say...,,,
ham,Oh did you charge camera,,,
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,,,
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,,,
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or Â£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",,,
ham,"2 celebrate my bÂ’day, y else?",,,
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,,,
ham,Watching tv lor. Nice one then i like lor.,,,
ham,East coast,,,
ham,Apps class varaya elaya.,,,
ham,India have to take lead:),,,
ham,Okay... We wait ah,,,
ham,So wat's da decision?,,,
ham,I am on the way to ur home,,,
ham,Have you bookedthe hut? And also your time off? How are you by the way?,,,
ham,Sorry da. I gone mad so many pending works what to do.,,,
ham,How are you. Its been ages. How's abj,,,
ham,"Better than bb. If he wont use it, his wife will or them doctor",,,
ham,"Sorry, I'll call later",,,
ham,Jos ask if u wana meet up?,,,
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,,,
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,,,
ham,Yar lor... How u noe? U used dat route too?,,,
ham,In e msg jus now. U said thanks for gift.,,,
ham,U still going to the mall?,,,
ham,PS U no ur a grown up now right?,,,
ham,Not from this campus. Are you in the library?,,,
ham,Got meh... When?,,,
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",,,
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",,,
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,,,
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",,,
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",,,
ham,I'm on the bus. Love you,,,
ham,I knew it... U slept v late yest? Wake up so late...,,,
ham,Do u noe how 2 send files between 2 computers?,,,
ham,May i call You later Pls,,,
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
ham,Me n him so funny...,,,
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",,,
ham,Dear :-/ why you mood off. I cant drive so i brother to drive,,,
ham,In work now. Going have in few min.,,,
ham,R u meeting da ge at nite tmr?,,,
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,,,
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,,,
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,,,
ham,Ok... Let u noe when i leave my house.,,,
ham,"Yeah sure, give me a couple minutes to track down my wallet",,,
ham,Yeah imma come over cause jay wants to do some drugs,,,
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),,,
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,
ham,What u talking bout early morning? It's almost noon where your at!,,,
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,,,
ham,I'm in a movie... Collect car oredi...,,,
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,,,
ham,But pls dont play in others life.,,,
spam,"Hi,Thanks for working with us. Your bill for $373.75 was due on 28 Aug 2016.If you've already paid it, please ignore this email and sorry for bothering you. If you've not paid it, please do so as soon as possible.To view your bill visit https://in.xero.com/5LQDhRwfvoQfeDtLDMqkk1JWSqC4CmJt4VVJRsGN.If you've got any questions, or want to arrange alternative payment don't hesitate to get in touch.ThanksNJW Limited",,,
ham,No de. But call me after some time. Ill tell you k,,,
ham,Auntie huai juan never pick up her phone,,,
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,
ham,Can you pls send me that company name. In saibaba colany,,,
ham,Yes i have. So that's why u texted. Pshew...missing you so much,,,
ham,"Yeah, probably here for a while",,,
ham,So when do you wanna gym?,,,
ham,Ok good then i later come find Ã¼... C lucky i told Ã¼ to go earlier... Later pple take finish Ã¼ no more again...,,,
ham,What happened to our yo date?,,,
ham,Actually I decided I was too hungry so I haven't left yet :V,,,
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,,,
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,,,
ham,K.k.this month kotees birthday know?,,,
ham,Yup no more already... Thanx 4 printing n handing it up.,,,
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,,,
ham,"Sorry, I'll call later",,,
ham,Thought praps you meant another one. Goodo! I'll look tomorrow,,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",,,
ham,Ok...,,,
ham,"Wat time liao, where still got.",,,
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,,,
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",,,
ham,No da. I am happy that we sit together na,,,
ham,how are you? I miss you!,,,
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,,,
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,,,
ham,they released another Italian one today and it has a cosign option,,,
ham,Will you come online today night,,,
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,,,
ham,Dont know you bring some food,,,
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),,,
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,,,
ham,have you ever had one foot before?,,,
ham,I am not having her number sir,,,
ham,Dont kick coco when he's down,,,
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB,,,
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,,,
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",,,
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
ham,"Sir, I need AXIS BANK account no and bank address.",,,
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",,,
ham,Yes its possible but dint try. Pls dont tell to any one k,,,
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",,,
ham,Well obviously not because all the people in my cool college life went home ;_;,,,
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,
ham,No. But we'll do medical missions to nigeria,,,
ham,Tmrw. Im finishing 9 doors,,,
spam,"Hi,Thanks for working with us. Your bill for $373.75 was due on 28 Aug 2016.If you've already paid it, please ignore this email and sorry for bothering you. If you've not paid it, please do so as soon as possible.To view your bill visit https://in.xero.com/5LQDhRwfvoQfeDtLDMqkk1JWSqC4CmJt4VVJRsGN.If you've got any questions, or want to arrange alternative payment don't hesitate to get in touch.ThanksNJW Limited",,,
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),,,
ham,"Hiya, had a good day? Have you spoken to since the weekend?",,,
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,,,
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,,,
ham,I dunno lei... Like dun haf...,,,
ham,Yes princess! I want to please you every night. Your wish is my command...,,,
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,,,
ham,I'll let you know when it kicks in,,,
ham,Lmao but its so fun...,,,
ham,"That's the trouble with classes that go well - you're due a dodgey one â€¦ Expecting mine tomo! See you for recovery, same time, same place",,,
ham,"Sorry da thangam, very very sorry i am held up with prasad.",,,
ham,Sry da..jst nw only i came to home..,,,
ham,Wat r u doing now?,,,
ham,Nope. Meanwhile she talk say make i greet you.,,,
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),,,
ham,Good morning pookie pie! Lol hope I didn't wake u up,,,
ham,What * u wearing?,,,
ham,What time you coming down later?,,,
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,,,
ham,They r giving a second chance to rahul dengra.,,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,,,
spam,Last chance 2 claim ur Â£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. Â£3.00 Sub. 16 . Remove txt X or STOP,,,
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa,,,
ham,"No, I was trying it all weekend ;V",,,
ham,K tell me anything about you.,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,
ham,"Aight fuck it, I'll get it later",,,
ham,Haha okay... Today weekend leh...,,,
ham,Why you Dint come with us.,,,
ham,I wont get concentration dear you know you are my mind and everything :-),,,
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,,,
ham,"Since when, which side, any fever, any vomitin.",,,
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",,,
ham,Ok,,,
ham,Why you keeping me away like this,,,
ham,"Er, hello, things didnâ€˜t quite go to plan â€“ is limping slowly home followed by aa and with exhaust hanging off",,,
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",,,
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,,,
ham,Ok.ok ok..then..whats ur todays plan,,,
ham,5 nights...We nt staying at port step liao...Too ex,,,
ham,Ok... I din get ur msg...,,,
ham,"Iâ€˜ll leave around four, ok?",,,
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,,,
ham,Quite lor. But dun tell him wait he get complacent...,,,
ham,Oops my phone died and I didn't even know. Yeah I like it better.,,,
ham,I not busy juz dun wan 2 go so early.. Hee..,,,
ham,Ãœ give me some time to walk there.,,,
ham,I'm at home n ready...,,,
ham,You see the requirements please,,,
ham,See you there!,,,
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",,,
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÂ£3.99,,,
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",,,
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",,,
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,,,
ham,You do your studies alone without anyones help. If you cant no need to study.,,,
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,,,
ham,Otherwise had part time job na-tuition..,,,
ham,Will Ã¼ b going to esplanade fr home?,,,
ham,i want to grasp your pretty booty :),,,
ham,What is the plural of the noun research?,,,
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,,,
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",,,
ham,I havent lei.. Next mon can?,,,
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,,,
ham,2 laptop... I noe infra but too slow lar... I wan fast one,,,
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IÂ’m knackered and iÂ’m dreading work tonight. What are thou upto tonight. X,,,
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",,,
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
ham,It only does simple arithmetic not percentages.,,,
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,,,
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,,,
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!",,,
spam,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,,,
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,,,
ham,No da if you run that it activate the full version da.,,,
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,,,
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,,,
ham,"It's wylie, you in tampa or sarasota?",,,
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,,,
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",,,
spam,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,,,
ham,Nope i'm not drivin... I neva develop da photos lei...,,,
ham,If u dun drive then how i go 2 sch.,,,
ham,I'm done...,,,
ham,"Gosh that , what a pain. Spose I better come then.",,,
ham,In which place do you want da.,,,
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,
ham,Your right! I'll make the appointment right now.,,,
ham,Oh ok no prob..,,,
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",,,
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,,,
ham,O was not into fps then.,,,
ham,Just finished eating. Got u a plate. NOT leftovers this time.,,,
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",,,
ham,Babe ? I lost you ... :-(,,,
ham,Oh k:)after that placement there ah?,,,
ham,Ya very nice. . .be ready on thursday,,,
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",,,
ham,Its sarcasm.. .nt scarcasim,,,
ham,I'm fine. Hope you are good. Do take care.,,,
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,,,
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),,,
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",,,
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,,,
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ãœ got a lot of work ar?,,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,"whatever, im pretty pissed off.",,,
spam,CDs 4u: Congratulations ur awarded Â£500 of CD gift vouchers or Â£125 gift guaranteed & Freeentry 2 Â£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,,,
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",,,
ham,"Sorry, I'll call later",,,
ham,Probably a couple hours tops,,,
ham,Yeah no probs - last night is obviously catching up with you... Speak soon,,,
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,,,
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",,,
ham,Hmmm:)how many players selected?,,,
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,,,
ham,"Sorry, I can't help you on this.",,,
ham,Yes! How is a pretty lady like you single?,,,
ham,Aiyo a bit pai seh Ã¼ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,,,
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,
